------------------------------------------------------------,,,,,,,,,,,,,,,
Pegasus - BAE Systems AI Labs,,,,,,,,,,,,,,,
Environment Data,,,,,,,,,,,,,,,
File created: 05/05/2017 15:53:23 (local),,,,,,,,,,,,,,,
------------------------------------------------------------,,,,,,,,,,,,,,,
Master Index,Session Index,Date (D/M/Y),Time (H:M:S),Vcc,Battery Voltage,Temperature (degC),Humidity (%),Pressure (hPa),Dust (pcs/litre),CO (ppm),CO2 (ppm),NH3 (ppm),O2(%),Sound (dB),Vibration (g)
14927,2013,24/04/2017,10:47:08,4.91,10,24.8,51.7,1015.7,33.43,0.02,0,22.56,9.43,86.42,0.11
14928,2014,24/04/2017,10:47:18,4.91,10.03,24.8,51.7,1015.63,34.99,0.02,0,22.67,9.5,78.69,0.11
14929,2015,24/04/2017,10:47:28,4.94,9.96,24.8,51.8,1015.64,35.15,0.02,0,22.09,9.46,86.87,0.1
14930,2016,24/04/2017,10:47:38,4.91,10.04,24.9,51.7,1015.66,34.99,0.02,0,21.85,9.42,90.94,0.1
14931,2017,24/04/2017,10:47:48,4.91,10.07,24.8,51.7,1015.66,38.89,0.03,0,22.22,9.36,86.56,0.14
14932,2018,24/04/2017,10:47:58,4.94,10.04,24.8,51.5,1015.66,36.71,0.03,0,21.69,9.46,89.6,0.1
14933,2019,24/04/2017,10:48:08,4.94,10.02,24.9,51.5,1015.72,33.58,0.03,0,20.8,9.41,86.87,0.11
14934,2020,24/04/2017,10:48:18,4.94,10.08,24.9,51.5,1015.6,39.06,0.03,0,20.8,9.43,91.08,0.12
14935,2021,24/04/2017,10:48:28,4.94,10,24.9,51.4,1015.74,35.15,0.02,0,22.67,9.58,91.6,0.11
14936,2022,24/04/2017,10:48:38,4.91,10.07,24.9,51.7,1015.69,34.99,0.02,0,24.67,9.42,90.41,0.11
14937,2023,24/04/2017,10:48:48,4.94,10.07,24.9,52.4,1015.68,40.63,0.02,0,20.38,9.43,87.17,0.13
14938,2024,24/04/2017,10:48:58,4.91,10,24.9,52.3,1015.66,38.89,0.02,0,20.8,9.4,89.32,0.11
14939,2025,24/04/2017,10:49:08,4.91,10.04,24.9,52,1015.8,40.44,0.03,0,21.92,9.34,94.78,0.1
14940,2026,24/04/2017,10:49:18,4.91,10.06,24.9,52,1015.71,42,0.02,0,23.17,9.36,96.4,0.12
14941,2027,24/04/2017,10:49:28,4.94,10.01,24.9,52.1,1015.75,36.71,0.02,0,22.46,9.34,97.24,0.1
14942,2028,24/04/2017,10:49:38,4.91,10.01,24.9,52.1,1015.77,33.43,0.02,0,22.46,9.36,92.11,0.1
14943,2029,24/04/2017,10:49:48,4.91,9.98,24.9,52,1015.78,34.99,0.02,0,24.62,9.42,93.97,0.1
14944,2030,24/04/2017,10:49:58,4.91,10.01,24.9,51.9,1015.74,34.99,0.02,0,23.42,9.36,89.88,0.1
14945,2031,24/04/2017,10:50:08,4.91,10,24.9,51.8,1015.77,33.43,0.02,0,23.43,9.36,99.82,0.11
14946,2032,24/04/2017,10:50:18,4.91,10.02,24.9,51.4,1015.69,34.99,0.02,0,24.96,9.4,108.26,0.13
14947,2033,24/04/2017,10:50:28,4.91,10.04,24.9,51.1,1015.68,34.99,0.02,0,24.38,9.42,90.95,0.1
14948,2034,24/04/2017,10:50:38,4.91,10.05,24.9,51.2,1015.68,34.99,0.02,0,30.12,9.46,88.33,0.12
14949,2035,24/04/2017,10:50:48,4.91,10.05,24.9,51.2,1015.77,38.89,0.02,0,39.59,9.58,83.36,0.1
14950,2036,24/04/2017,10:50:58,4.91,10.04,24.9,51.1,1015.7,34.99,0.02,0,36.01,9.36,87.17,0.11
14951,2037,24/04/2017,10:51:08,4.94,10,25,51.2,1015.7,37.49,0.02,0,35.34,9.58,88.33,0.1
14952,2038,24/04/2017,10:51:19,4.91,9.99,24.9,51.1,1015.69,34.99,0.02,0,29.67,9.58,90.01,0.11
14953,2039,24/04/2017,10:51:29,4.94,10.04,24.9,51.2,1015.64,38.28,0.02,0,27.7,9.46,90.55,0.11
14954,2040,24/04/2017,10:51:39,4.94,10.06,25,51.4,1015.76,33.58,0.02,0,26.5,9.42,86.71,0.12
14955,2041,24/04/2017,10:51:49,4.91,9.99,25,51.4,1015.68,38.89,0.02,0,27.33,9.58,89.32,0.11
14956,2042,24/04/2017,10:51:59,4.91,10.05,24.9,51.5,1015.64,38.89,0.02,0,25.73,9.58,120.8,0.13
14957,2043,24/04/2017,10:52:09,4.94,10.09,25,51.6,1015.69,38.28,0.02,0,27.87,9.36,86.72,0.11
14958,2044,24/04/2017,10:52:19,4.91,10.05,25,51.7,1015.74,24.08,0.01,0,27.87,9.36,88.76,0.11
14959,2045,24/04/2017,10:52:29,4.94,10.04,25,51.9,1015.72,32.8,0,0,27.87,9.58,83.72,0.11
14960,2046,24/04/2017,10:52:39,4.94,10.08,25,52.2,1015.75,39.06,0,0,27.87,9.49,85.32,0.11
14961,2047,24/04/2017,10:52:49,4.94,10,25,52.5,1015.75,32.8,0,0,27.87,9.34,103.11,0.1
14962,2048,24/04/2017,10:52:59,4.94,10.04,25,52.5,1015.79,39.06,0.01,0,27.87,9.46,83.88,0.11
14963,2049,24/04/2017,10:53:09,4.94,10.08,25,52.4,1015.72,24.19,0.01,0,44.35,9.34,88.62,0.11
14964,2050,24/04/2017,10:53:19,4.94,10.02,25,52.2,1015.69,24.19,0.01,0,37.34,9.58,89.04,0.13
14965,2051,24/04/2017,10:53:29,4.91,10.03,25,52.1,1015.73,38.89,0.01,0,41.89,9.36,83.86,0.11
14966,2052,24/04/2017,10:53:39,4.94,10.03,25.1,52,1015.74,32.01,0.01,0,40.41,9.43,85.33,0.11
14967,2053,24/04/2017,10:53:49,4.94,10.03,25,52,1015.68,35.15,0.01,0,38.89,9.36,89.18,0.11
14968,2054,24/04/2017,10:53:59,4.91,9.99,25,52.1,1015.66,38.89,0.01,0,37.16,9.58,86.41,0.11
14969,2055,24/04/2017,10:54:09,4.91,10,25,52.2,1015.71,24.08,0.01,0,36.52,9.42,78.83,0.11
14970,2056,24/04/2017,10:54:19,4.91,9.97,25,52.2,1015.72,38.89,0.01,0,39.74,9.46,79.79,0.11
14971,2057,24/04/2017,10:54:29,4.91,10,25,52.3,1015.65,24.08,0.01,0,37.11,9.58,89.74,0.11
14972,2058,24/04/2017,10:54:39,4.94,10,25,52.1,1015.58,24.19,0.01,0,42.38,9.42,87.9,0.11
14973,2059,24/04/2017,10:54:49,4.94,9.95,25.1,52,1015.63,24.19,0.01,0,39.72,9.43,118.05,0.12
14974,2060,24/04/2017,10:54:59,4.91,9.96,25,52,1015.56,38.89,0.01,0,39.34,9.62,90.81,0.11
14975,2061,24/04/2017,10:55:09,4.94,9.99,25.1,52.1,1015.64,24.19,0.01,0,38.8,9.51,85.33,0.12
14976,2062,24/04/2017,10:55:19,4.91,9.95,25,52.1,1015.64,38.89,0.01,0,43.13,9.46,85,0.11
14977,2063,24/04/2017,10:55:29,4.94,9.94,25,52.1,1015.51,39.06,0.01,0,38.87,9.54,89.74,0.12
14978,2064,24/04/2017,10:55:39,4.91,9.97,25,51.9,1015.59,34.99,0.01,0,39.36,9.46,90.81,0.14
14979,2065,24/04/2017,10:55:49,4.91,9.93,25.1,51.8,1015.5,32.65,0.01,0,37.79,9.62,102.8,0.11
14980,2066,24/04/2017,10:55:59,4.94,9.95,25.1,51.7,1015.54,39.06,0.01,0,35.17,9.62,87.61,0.12
14981,2067,24/04/2017,10:56:09,4.94,9.97,25.1,51.7,1015.66,39.06,0.01,0,34.79,9.62,87.16,0.13
14982,2068,24/04/2017,10:56:19,4.94,9.93,25.1,51.7,1015.57,32.8,0.01,0,31.05,9.62,88.62,0.12
14983,2069,24/04/2017,10:56:29,4.91,9.92,25.1,51.8,1015.54,38.89,0.01,0,29.13,9.62,88.33,0.12
14984,2070,24/04/2017,10:56:39,4.94,9.88,25.1,51.5,1015.52,35.15,0.02,0,29.64,9.5,112.37,0.12
14985,2071,24/04/2017,10:56:49,4.94,9.88,25.1,51.6,1015.54,35.15,0.02,0,29.16,9.58,102.21,0.13
14986,2072,24/04/2017,10:56:59,4.94,9.93,25.1,51.5,1015.56,35.93,0,0,29.16,9.5,88.33,0.12
14987,2073,24/04/2017,10:57:09,4.91,9.98,25.1,52.1,1015.54,34.99,0,0,29.16,9.6,111.16,0.12
14988,2074,24/04/2017,10:57:19,4.91,9.91,25.1,52.2,1015.61,38.89,0,0,29.16,9.43,85.32,0.12
14989,2075,24/04/2017,10:57:29,4.94,9.91,25.1,51.8,1015.54,39.06,0.01,0,29.16,9.5,104.84,0.12
14990,2076,24/04/2017,10:57:39,4.91,9.91,25.1,51.7,1015.54,38.89,0.01,0,45.52,9.6,90.68,0.11
14991,2077,24/04/2017,10:57:49,4.91,9.98,25.2,51.6,1015.59,35.77,0.01,0,34.18,9.62,89.6,0.11
14992,2078,24/04/2017,10:57:59,4.91,9.93,25.1,51.7,1015.55,34.99,0.01,0,29.92,9.54,89.88,0.11
14993,2079,24/04/2017,10:58:09,4.91,9.9,25.2,51.4,1015.44,34.99,0.01,0,28.39,9.5,89.18,0.11
14994,2080,24/04/2017,10:58:19,4.94,9.92,25.2,51.3,1015.48,35.15,0.02,0,26.69,9.5,87.61,0.13
14995,2081,24/04/2017,10:58:29,4.91,9.9,25.2,51.4,1015.47,27.2,0.02,0,24.95,9.62,86.72,0.11
14996,2082,24/04/2017,10:58:39,4.91,9.97,25.2,51.4,1015.42,35.77,0.02,0,23.48,9.54,91.08,0.11
14997,2083,24/04/2017,10:58:49,4.94,9.95,25.2,51.2,1015.54,35.15,0.02,0,23.74,9.62,89.87,0.12
14998,2084,24/04/2017,10:58:59,4.91,9.95,25.2,51.1,1015.47,34.99,0.02,0,22.14,9.43,105.15,0.11
14999,2085,24/04/2017,10:59:09,4.91,9.99,25.2,51,1015.4,38.89,0.02,0,23.3,9.46,88.34,0.11
15000,2086,24/04/2017,10:59:19,4.91,9.99,25.2,51.5,1015.52,34.99,0.02,0,22.53,9.6,90.01,0.13
15001,2087,24/04/2017,10:59:29,4.91,9.92,25.2,51.7,1015.5,35.77,0.02,0,23.55,9.43,87.9,0.12
15002,2088,24/04/2017,10:59:39,4.94,9.94,25.2,51.5,1015.6,35.15,0.02,0,22.08,9.5,90.41,0.11
15003,2089,24/04/2017,10:59:49,4.94,9.92,25.2,51.2,1015.45,35.93,0.02,0,22.01,9.6,107.97,0.12
15004,2090,24/04/2017,10:59:59,4.91,10,25.2,51,1015.5,34.99,0.02,0,21.06,9.5,89.74,0.11
15005,2091,24/04/2017,11:00:09,4.91,9.92,25.2,51,1015.42,38.89,0.02,0,21.49,9.5,96.04,0.12
15006,2092,24/04/2017,11:00:19,4.91,9.96,25.2,50.9,1015.5,38.89,0.02,0,20.45,9.58,115.24,0.12
15007,2093,24/04/2017,11:00:29,4.91,9.99,25.2,50.9,1015.5,38.89,0.02,0,20.56,9.62,84.05,0.11
15008,2094,24/04/2017,11:00:39,4.91,9.94,25.2,51,1015.43,34.99,0.03,0,19.64,9.62,118.98,0.11
15009,2095,24/04/2017,11:00:49,4.94,9.95,25.2,51,1015.49,39.06,0.03,0,20.14,9.54,99.12,0.11
15010,2096,24/04/2017,11:00:59,4.91,9.89,25.2,51,1015.49,40.44,0.02,0,19.84,9.46,87.47,0.11
15011,2097,24/04/2017,11:01:09,4.91,9.9,25.2,51,1015.41,34.99,0.03,0,19.64,9.62,87.17,0.11
15012,2098,24/04/2017,11:01:19,4.94,9.9,25.2,50.8,1015.5,39.06,0.03,0,19.86,9.62,94.69,0.12
15013,2099,24/04/2017,11:01:29,4.91,9.94,25.2,50.8,1015.46,34.99,0.03,0,18.52,9.62,89.04,0.11
15014,2100,24/04/2017,11:01:39,4.94,9.95,25.2,50.7,1015.4,38.28,0.03,0,18.44,9.5,95.92,0.12
15015,2101,24/04/2017,11:01:49,4.91,10,25.2,50.6,1015.53,42,0.03,0,18.64,9.5,85.79,0.12
15016,2102,24/04/2017,11:01:59,4.91,9.91,25.2,50.3,1015.43,33.43,0.03,0,20.63,9.62,94.43,0.12
15017,2103,24/04/2017,11:02:09,4.91,10.02,25.3,50.4,1015.43,34.99,0.03,0,21,9.62,90.01,0.12
15018,2104,24/04/2017,11:02:19,4.94,9.93,25.3,50.5,1015.41,39.06,0.03,0,20.67,9.58,90.81,0.13
15019,2105,24/04/2017,11:02:29,4.94,10.02,25.3,50.6,1015.47,40.63,0.02,0,21.5,9.62,86.57,0.11
15020,2106,24/04/2017,11:02:39,4.94,9.95,25.3,50.6,1015.48,39.06,0.02,0,20.97,9.34,85.94,0.11
15021,2107,24/04/2017,11:02:49,4.94,9.97,25.3,50.4,1015.39,35.15,0.02,0,22.87,9.41,88.76,0.13
15022,2108,24/04/2017,11:02:59,4.94,10.01,25.3,50.5,1015.49,36.71,0.01,0,39.93,9.34,85.96,0.11
15023,2109,24/04/2017,11:03:09,4.94,10.01,25.3,50.6,1015.45,35.15,0.01,0,39.93,9.43,83.22,0.12
15024,2110,24/04/2017,11:03:19,4.91,10.01,25.3,50.7,1015.45,40.44,0.01,0,39.93,9.43,99.46,0.11
15025,2111,24/04/2017,11:03:29,4.94,10.02,25.3,50.9,1015.4,33.58,0.01,0,45.57,9.58,112.78,0.12
15026,2112,24/04/2017,11:03:39,4.94,10.03,25.3,51,1015.49,35.15,0.01,0,45.28,9.38,95.72,0.11
15027,2113,24/04/2017,11:03:49,4.94,10.05,25.3,51,1015.51,33.58,0.01,0,39.14,9.43,87.76,0.11
15028,2114,24/04/2017,11:03:59,4.94,10.01,25.3,51,1015.46,33.58,0.01,0,40.04,9.34,89.32,0.12
15029,2115,24/04/2017,11:04:09,4.94,10.05,25.3,51.3,1015.46,39.06,0.01,0,40.9,9.42,85.8,0.11
15030,2116,24/04/2017,11:04:19,4.91,10.04,25.3,51.2,1015.39,34.99,0.01,0,40.9,9.46,85.65,0.11
15031,2117,24/04/2017,11:04:29,4.91,10.03,25.3,51,1015.42,38.89,0.01,0,40.9,9.43,89.18,0.11
15032,2118,24/04/2017,11:04:39,4.94,10.01,25.3,51.1,1015.44,39.06,0.01,0,40.9,9.46,86.56,0.12
15033,2119,24/04/2017,11:04:49,4.91,10.05,25.3,51.2,1015.54,42,0.01,0,40.9,9.58,84.68,0.12
15034,2120,24/04/2017,11:04:59,4.91,10.05,25.3,51.1,1015.47,33.43,0.01,0,40.9,9.43,88.33,0.11
15035,2121,24/04/2017,11:05:09,4.91,10.01,25.3,51,1015.5,36.55,0.01,0,40.9,9.34,86.27,0.11
15036,2122,24/04/2017,11:05:19,4.94,10.06,25.3,51.1,1015.41,40.63,0.01,0,40.9,9.58,101.46,0.11
15037,2123,24/04/2017,11:05:29,4.94,9.98,25.3,50.9,1015.44,35.15,0.01,0,47.55,9.36,98.3,0.11
15038,2124,24/04/2017,11:05:39,4.91,10.03,25.3,51,1015.44,42,0.01,0,46.94,9.42,89.88,0.12
15039,2125,24/04/2017,11:05:50,4.94,10.06,25.3,51,1015.36,42.19,0.01,0,45.55,9.58,87.46,0.12
15040,2126,24/04/2017,11:06:00,4.94,10.05,25.3,50.7,1015.39,39.06,0.01,0,45.08,9.42,92.25,0.11
15041,2127,24/04/2017,11:06:10,4.94,9.98,25.3,50.8,1015.45,35.15,0.01,0,44.79,9.58,92.63,0.12
15042,2128,24/04/2017,11:06:20,4.91,10,25.4,50.8,1015.49,33.43,0.01,0,48.37,9.36,91.22,0.12
15043,2129,24/04/2017,11:06:30,4.94,10.06,25.3,50.8,1015.49,35.15,0.01,0,41.5,9.41,94.92,0.12
15044,2130,24/04/2017,11:06:40,4.94,10.02,25.4,50.6,1015.41,35.93,0.01,0,38.06,9.5,89.46,0.12
15045,2131,24/04/2017,11:06:50,4.94,9.98,25.4,50.5,1015.52,37.49,0.01,0,35.62,9.41,98.33,0.12
15046,2132,24/04/2017,11:07:00,4.94,10.03,25.4,50.4,1015.4,35.15,0.01,0,40.11,9.46,90.94,0.11
15047,2133,24/04/2017,11:07:10,4.94,10.03,25.4,50.5,1015.43,27.32,0.01,0,39.63,9.46,92.11,0.11
15048,2134,24/04/2017,11:07:20,4.94,10.02,25.4,50.5,1015.45,39.06,0.01,0,34.28,9.58,89.6,0.12
15049,2135,24/04/2017,11:07:30,4.91,10.05,25.3,50.5,1015.46,24.08,0.01,0,35.49,9.58,90.95,0.11
15050,2136,24/04/2017,11:07:40,4.91,10.02,25.4,50.7,1015.45,38.89,0.01,0,33.5,9.48,93.12,0.11
15051,2137,24/04/2017,11:07:50,4.91,9.99,25.4,50.4,1015.43,38.89,0.01,0,30.8,9.58,91.6,0.12
15052,2138,24/04/2017,11:08:00,4.94,9.96,25.4,50.1,1015.39,32.01,0.01,0,30.04,9.34,94.57,0.13
15053,2139,24/04/2017,11:08:10,4.91,9.97,25.4,50,1015.41,37.33,0.01,0,32.22,9.42,92.74,0.11
15054,2140,24/04/2017,11:08:20,4.94,9.93,25.4,50.2,1015.47,35.15,0.01,0,29.25,9.58,102.75,0.11
15055,2141,24/04/2017,11:08:30,4.91,10.01,25.4,50.4,1015.41,27.2,0.01,0,28.16,9.42,103.46,0.11
15056,2142,24/04/2017,11:08:40,4.94,10.01,25.4,50.2,1015.48,35.15,0.01,0,29.71,9.58,90.01,0.12
15057,2143,24/04/2017,11:08:50,4.91,9.95,25.4,50.3,1015.43,40.44,0.01,0,29.23,9.36,98.71,0.12
15058,2144,24/04/2017,11:09:00,4.91,9.98,25.4,50.7,1015.38,38.89,0.01,0,28.26,9.36,94.19,0.12
15059,2145,24/04/2017,11:09:10,4.91,9.97,25.4,50.5,1015.4,34.99,0.02,0,28.59,9.5,99.46,0.12
15060,2146,24/04/2017,11:09:20,4.94,9.91,25.4,50.5,1015.38,32.01,0.02,0,27.42,9.59,97.24,0.15
15061,2147,24/04/2017,11:09:30,4.91,9.96,25.4,50.3,1015.45,34.99,0.02,0,29.69,9.5,117.24,0.13
15062,2148,24/04/2017,11:09:40,4.91,9.87,25.4,50.4,1015.37,34.99,0.01,0,28.76,9.62,95.01,0.1
15063,2149,24/04/2017,11:09:50,4.94,9.92,25.4,50.7,1015.38,34.36,0.02,0,27.11,9.62,109.96,0.12
15064,2150,24/04/2017,11:10:00,4.94,9.89,25.4,50.3,1015.4,40.63,0.02,0,26.89,9.43,88.62,0.12
15065,2151,24/04/2017,11:10:10,4.91,9.93,25.4,50.1,1015.43,24.08,0.02,0,25.84,9.6,121.44,0.12
15066,2152,24/04/2017,11:10:20,4.91,9.97,25.4,50,1015.47,34.99,0.02,0,27.65,9.46,94.31,0.11
15067,2153,24/04/2017,11:10:30,4.94,9.94,25.4,49.9,1015.38,40.63,0.02,0,28.69,9.46,98.71,0.12
15068,2154,24/04/2017,11:10:40,4.91,9.92,25.4,50,1015.44,31.87,0.02,0,26.53,9.46,112.96,0.12
15069,2155,24/04/2017,11:10:50,4.91,9.92,25.4,50.1,1015.36,34.99,0.02,0,27.63,9.62,92.11,0.12
15070,2156,24/04/2017,11:11:00,4.91,9.92,25.4,50,1015.38,40.44,0.01,0,29.75,9.62,97.67,0.13
15071,2157,24/04/2017,11:11:10,4.94,9.94,25.5,50,1015.33,37.49,0.02,0,27.6,9.6,91.74,0.12
15072,2158,24/04/2017,11:11:20,4.94,9.88,25.5,50,1015.33,40.63,0.02,0,28.62,9.42,110.32,0.16
15073,2159,24/04/2017,11:11:30,4.91,9.94,25.5,49.9,1015.41,34.99,0.02,0,28.64,9.5,119.81,0.12
15074,2160,24/04/2017,11:11:40,4.91,9.91,25.5,50.1,1015.31,24.08,0.02,0,28.31,9.5,92.87,0.12
15075,2161,24/04/2017,11:11:50,4.91,9.97,25.5,50.2,1015.3,31.87,0.02,0,29.66,9.46,109.02,0.11
15076,2162,24/04/2017,11:12:00,4.91,9.91,25.4,50.4,1015.42,34.21,0.02,0,27.58,9.43,104.59,0.13
15077,2163,24/04/2017,11:12:10,4.94,10,25.5,50.4,1015.36,32.01,0.02,0,28.55,9.62,108.49,0.11
15078,2164,24/04/2017,11:12:20,4.94,9.95,25.5,50.4,1015.39,24.19,0.02,0,29.16,9.62,93.37,0.12
15079,2165,24/04/2017,11:12:30,4.94,9.9,25.5,50.4,1015.45,35.93,0.02,0,31.07,9.62,96.59,0.12
15080,2166,24/04/2017,11:12:40,4.91,9.89,25.5,50.3,1015.43,31.87,0.01,0,31.59,9.43,92.86,0.11
15081,2167,24/04/2017,11:12:50,4.91,9.89,25.5,50.4,1015.36,24.08,0.01,0,34.24,9.43,91.22,0.12
15082,2168,24/04/2017,11:13:00,4.91,9.88,25.4,50.4,1015.31,24.08,0.01,0,35.64,9.5,89.88,0.11
15083,2169,24/04/2017,11:13:10,4.91,9.9,25.5,50.2,1015.35,33.43,0.01,0,39.4,9.6,105.18,0.13
15084,2170,24/04/2017,11:13:20,4.94,9.94,25.5,50.2,1015.41,38.28,0.01,0,39.18,9.5,87.76,0.11
15085,2171,24/04/2017,11:13:30,4.91,9.93,25.5,50.2,1015.34,38.89,0.01,0,44.26,9.46,78.69,0.11
15086,2172,24/04/2017,11:13:40,4.91,9.92,25.5,50.3,1015.43,40.44,0.01,0,43.97,9.6,81.12,0.1
15087,2173,24/04/2017,11:13:50,4.91,9.9,25.5,50.4,1015.44,38.89,0.01,0,43.17,9.62,83.36,0.11
15088,2174,24/04/2017,11:14:00,4.91,9.89,25.4,50.4,1015.4,42,0.01,0,40.11,9.6,93.83,0.12
15089,2175,24/04/2017,11:14:10,4.91,9.92,25.5,50.6,1015.51,38.89,0.01,0,41.16,9.62,107.97,0.12
15090,2176,24/04/2017,11:14:20,4.94,9.93,25.5,50.5,1015.38,39.06,0.01,0,36.56,9.42,69.32,0.1
15091,2177,24/04/2017,11:14:30,4.94,9.9,25.5,50.6,1015.42,35.15,0.01,0,38,9.5,96.17,0.11
15092,2178,24/04/2017,11:14:40,4.94,9.92,25.5,50.7,1015.41,33.58,0.01,0,36.51,9.43,104.5,0.11
15093,2179,24/04/2017,11:14:50,4.94,9.92,25.5,51.1,1015.42,35.15,0.01,0,32.47,9.5,87.17,0.11
15094,2180,24/04/2017,11:15:00,4.94,9.87,25.5,50.9,1015.39,42.19,0.01,0,30.98,9.46,91.08,0.12
15095,2181,24/04/2017,11:15:10,4.94,9.95,25.5,50.7,1015.33,35.15,0.01,0,29.88,9.46,92.87,0.11
15096,2182,24/04/2017,11:15:20,4.94,9.93,25.5,50.9,1015.44,39.06,0.01,0,28.17,9.62,87.47,0.11
15097,2183,24/04/2017,11:15:30,4.94,9.96,25.5,50.7,1015.32,39.06,0.01,0,28.5,9.59,85.94,0.11
15098,2184,24/04/2017,11:15:40,4.91,9.98,25.6,50.5,1015.39,34.99,0.02,0,26.21,9.62,78.69,0.11
15099,2185,24/04/2017,11:15:50,4.91,9.97,25.5,50.3,1015.41,38.89,0.02,0,27.4,9.5,84.05,0.1
15100,2186,24/04/2017,11:16:00,4.94,9.95,25.5,50.3,1015.35,42.19,0.02,0,25.37,9.43,73.29,0.13
15101,2187,24/04/2017,11:16:10,4.91,10.01,25.6,50.2,1015.43,34.99,0.02,0,25.6,9.42,74.88,0.11
15102,2188,24/04/2017,11:16:20,4.91,10.01,25.6,50.3,1015.45,42,0.02,0,24.31,9.34,81.12,0.11
15103,2189,24/04/2017,11:16:30,4.94,9.94,25.6,50.3,1015.49,42.19,0.02,0,24.56,9.46,85.16,0.12
15104,2190,24/04/2017,11:16:40,4.91,9.99,25.5,50.1,1015.37,38.89,0.02,0,22.6,9.58,80.94,0.12
15105,2191,24/04/2017,11:16:50,4.91,10,25.5,50,1015.39,34.99,0.02,0,22.38,9.58,83.36,0.11
15106,2192,24/04/2017,11:17:00,4.94,9.93,25.6,50,1015.4,35.15,0.02,0,20.31,9.4,81.8,0.11
15107,2193,24/04/2017,11:17:10,4.91,10.02,25.5,50.5,1015.37,34.99,0.02,0,20.7,9.42,78.88,0.11
15108,2194,24/04/2017,11:17:20,4.94,10.02,25.6,50.4,1015.43,35.15,0.02,0,20.46,9.58,79.65,0.1
15109,2195,24/04/2017,11:17:30,4.91,10.05,25.6,50,1015.42,40.44,0.02,0,19.81,9.58,74.88,0.1
15110,2196,24/04/2017,11:17:40,4.94,9.98,25.6,49.8,1015.37,39.06,0.02,0,19.74,9.58,72.68,0.11
15111,2197,24/04/2017,11:17:50,4.94,9.99,25.6,50,1015.41,35.15,0.03,0,19.71,9.58,80.35,0.11
15112,2198,24/04/2017,11:18:00,4.94,9.99,25.6,50,1015.4,35.15,0.02,0,18.47,9.42,81.26,0.11
15113,2199,24/04/2017,11:18:10,4.94,10.02,25.6,50,1015.34,35.15,0.03,0,18.94,9.36,76.67,0.11
15114,2200,24/04/2017,11:18:20,4.94,10.04,25.6,49.9,1015.39,35.15,0.02,0,18.58,9.36,80.94,0.1
15115,2201,24/04/2017,11:18:30,4.94,9.99,25.6,49.9,1015.38,35.15,0.03,0,18.39,9.58,82.01,0.1
15116,2202,24/04/2017,11:18:40,4.94,9.96,25.6,50.2,1015.45,35.15,0.03,0,18.54,9.58,83.22,0.12
15117,2203,24/04/2017,11:18:50,4.94,10.02,25.6,49.9,1015.4,40.63,0.03,0,18.21,9.43,83.52,0.12
15118,2204,24/04/2017,11:19:00,4.91,10.03,25.6,49.5,1015.31,34.99,0.03,0,17.72,9.4,79.83,0.11
15119,2205,24/04/2017,11:19:10,4.94,10.01,25.6,49.5,1015.39,37.49,0.03,0,18.17,9.58,86.27,0.11
15120,2206,24/04/2017,11:19:20,4.91,9.99,25.6,49.5,1015.35,38.89,0.03,0,17.2,9.46,89.18,0.11
15121,2207,24/04/2017,11:19:30,4.91,10.04,25.6,49.5,1015.47,42,0.03,0,17.54,9.46,87.9,0.11
15122,2208,24/04/2017,11:19:40,4.94,9.98,25.6,49.7,1015.3,40.63,0.03,0,16.42,9.38,89.18,0.1
15123,2209,24/04/2017,11:19:50,4.94,9.96,25.6,49.6,1015.37,42.19,0.03,0,17.53,9.42,87.9,0.1
15124,2210,24/04/2017,11:20:00,4.91,10.01,25.6,49.5,1015.34,38.89,0.03,0,17.54,9.58,82.15,0.11
15125,2211,24/04/2017,11:20:10,4.91,10.02,25.6,49.5,1015.45,40.44,0.03,0,16.44,9.38,79.07,0.1
15126,2212,24/04/2017,11:20:21,4.91,10.04,25.6,49.3,1015.39,33.43,0.03,0,16.63,9.46,88.62,0.13
15127,2213,24/04/2017,11:20:31,4.94,10.04,25.6,49.2,1015.39,35.15,0.03,0,15.99,9.58,90.55,0.13
15128,2214,24/04/2017,11:20:41,4.91,10,25.6,49.1,1015.36,38.89,0.03,0,16.9,9.43,87.31,0.11
15129,2215,24/04/2017,11:20:51,4.91,10.05,25.6,49.1,1015.43,33.43,0.03,0,16.08,9.43,88.48,0.11
15130,2216,24/04/2017,11:21:01,4.91,10,25.6,49,1015.4,33.43,0.04,0,16.41,9.58,87.9,0.11
15131,2217,24/04/2017,11:21:11,4.91,9.94,25.6,49,1015.28,40.44,0.04,0,16.33,9.46,88.62,0.1
15132,2218,24/04/2017,11:21:21,4.94,10.06,25.6,49.1,1015.29,35.15,0.04,0,15.68,9.42,79.83,0.11
15133,2219,24/04/2017,11:21:31,4.94,10.02,25.6,49,1015.41,35.93,0.04,0,15.93,9.58,74.52,0.18
15134,2220,24/04/2017,11:21:41,4.91,9.96,25.6,49,1015.4,34.99,0.04,0,15.38,9.46,89.87,0.13
15135,2221,24/04/2017,11:21:51,4.91,10.02,25.6,48.9,1015.33,31.87,0.04,0,14.79,9.36,99.76,0.12
15136,2222,24/04/2017,11:22:01,4.91,9.99,25.7,48.8,1015.31,31.87,0.04,0,15.45,9.46,91.08,0.11
